id,menu_item_id,variation_type,label,extra_price
8b55b901-d29e-4df4-93cd-4c732fbc8dbc,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Sosis,5000
1b7da542-579b-4111-b1b1-1e2ffd0f0580,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Sambal Matah,5000
37794ce8-c6d2-457c-b4ba-a94db178db85,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Salted Egg,7000
e0a8c804-9c12-4866-a75e-5d042240c678,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Kerupuk Putih,2000
53ce563a-3e57-4e6b-b551-a65cc44639f3,84536f8a-af3b-489a-9556-bc6aa1bb2a73,Extra Topping,Nasi Putih,5000
1cdf717a-20de-49d9-9cfa-396c8f64af76,371f0b13-05db-4f1c-b026-7863cc89fdf8,Porsi,Single,0
081ac85d-7eaa-4f65-9f01-916b19caf65d,371f0b13-05db-4f1c-b026-7863cc89fdf8,Porsi,Double,9000
697c6a79-acf0-4dd1-bb70-4e86c2537cc2,371f0b13-05db-4f1c-b026-7863cc89fdf8,Rasa,Goreng,0
a0a87f30-0247-4c2a-8694-167b45f9ea41,371f0b13-05db-4f1c-b026-7863cc89fdf8,Rasa,Kari,0
8cd040b8-ce30-47ea-a1d6-dc1348fb1e57,371f0b13-05db-4f1c-b026-7863cc89fdf8,Rasa,Soto,0
71ad25c4-e2d1-4163-a87f-13998b4b8d14,371f0b13-05db-4f1c-b026-7863cc89fdf8,Rasa,Rendang,0
0f5d2726-96a1-46a6-8f5b-7daa8b3710dd,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 0,0
b111c86d-0236-4928-b9f0-a5c397dbe6d4,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 1,0
b48e2472-8f24-4324-9185-4c7fdc953234,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 2,0
a0fde0c9-e63e-47bc-8136-80f2f42efe37,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 3,0
57bd779c-6d59-42bf-8dd2-63e85b8a8e54,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 4,0
a19356b4-5a82-4bcb-81d8-3fa511242eb4,371f0b13-05db-4f1c-b026-7863cc89fdf8,Level Pedas,Level 5,0
24eb4dee-33d9-44d1-a08d-9e69bd7f456c,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Keju,5000
6881f7a5-de47-4cfc-a07e-27156098b6b6,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Mozarella,7000
13b8d682-a17a-46de-a489-867ca731de75,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Telur Ceplok,5000
387778a8-5ce6-4561-8330-7ad477b2d741,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Telur Dadar,6000
a3342a92-5bdb-48bf-b33f-3bc44a3a197f,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Kornet,7000
b359e268-9abf-4a0e-91f4-a046e348f3ea,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Telur Kornet,11000
3efd8e49-a60d-48ed-9a01-5e7ae85d9e3d,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Sosis,5000
ca4388a9-eaaf-4259-8a78-1707e72c6412,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Sambal Matah,5000
2534702f-f4d0-41d7-8171-397df6e80690,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Salted Egg,7000
2f961c8c-5bd3-4efd-ab9b-0a15f778efa9,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Kerupuk Putih,2000
c7ec2b76-2932-4251-841f-9ea1b7e50e91,371f0b13-05db-4f1c-b026-7863cc89fdf8,Extra Topping,Nasi Putih,5000
636ad0ab-a959-4a1e-a5dd-724ab73f68d4,f15be844-f0d5-41ce-b5a6-76f7293afb10,Porsi,Single,0
b78e322a-c7f6-44df-aef4-783459d06f8b,f15be844-f0d5-41ce-b5a6-76f7293afb10,Porsi,Double,9000
7c425e64-4e43-4676-a711-b87f2d166826,f15be844-f0d5-41ce-b5a6-76f7293afb10,Rasa,Goreng,0
c7ccbc12-1aa7-4673-a87d-d6d372e616e5,f15be844-f0d5-41ce-b5a6-76f7293afb10,Rasa,Kari,0
19dc27d6-6c2e-4f97-8507-efef79d99bc6,f15be844-f0d5-41ce-b5a6-76f7293afb10,Rasa,Soto,0
c30dd0a4-5ea3-4fc3-8e1b-6585e0db462d,f15be844-f0d5-41ce-b5a6-76f7293afb10,Rasa,Rendang,0
985817e0-e3b9-499d-9ef2-e1191fb07217,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 0,0
7a8ff5fd-ccb2-4c5d-bd82-de52cadaf871,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 1,0
f1c07d11-c9a9-4450-8f93-1fcb128a0466,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 2,0
de0aa0ba-f0d2-4381-90c6-61b9bb4d3b2d,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 3,0
c913034c-e1d1-4f6f-ba95-aa04e7a87c28,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 4,0
34da291a-a5c0-4a0f-9281-df0ff5ad9c33,f15be844-f0d5-41ce-b5a6-76f7293afb10,Level Pedas,Level 5,0
0dce53b7-32e3-4f43-aa06-27a0f6505dee,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Keju,5000
41858a39-1675-4eb7-a24d-17023a656a95,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Mozarella,7000
416d5ebd-9200-461e-9c1f-4c905879d10d,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Telur Ceplok,5000
7f3d1da1-dc68-4065-a418-affdab7ebf33,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Telur Dadar,6000
f03970d3-d50f-41a9-b06f-0353afd7202d,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Kornet,7000
a40e4804-09a5-472d-978b-7910c51bda4d,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Telur Kornet,11000
d13edb18-ed83-4476-974e-ddf86f22bd19,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Sosis,5000
4ee6b5cc-1b28-4095-bf2f-2e832985c3a0,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Sambal Matah,5000
32f6840c-f156-4159-9686-c503c709080b,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Salted Egg,7000
a49126a7-2568-427c-81d0-bbe4d1a02fd7,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Kerupuk Putih,2000
7c79170b-4a0d-4f85-8249-fbbd2a5c584e,f15be844-f0d5-41ce-b5a6-76f7293afb10,Extra Topping,Nasi Putih,5000
ee044c8d-1a4c-4d5a-be0a-df156b05fa66,18d4dfc0-ff60-4677-95ae-66d65407df2f,Extra Topping,Keju,5000
9259016b-4ec2-44bf-9b93-fae22ac5c840,18d4dfc0-ff60-4677-95ae-66d65407df2f,Extra Topping,Telur Ceplok,5000
b93bb779-eaef-42d6-8586-6b0f1e3df25c,18d4dfc0-ff60-4677-95ae-66d65407df2f,Extra Topping,Telur Dadar,6000
46f8bbaf-f258-48a2-8ea3-76704668e3a1,18d4dfc0-ff60-4677-95ae-66d65407df2f,Extra Topping,Kerupuk Putih,2000
2839ad14-14fe-4f96-9187-2a5e4158c0ac,18d4dfc0-ff60-4677-95ae-66d65407df2f,Extra Topping,Nasi Putih,5000
f28bf6ea-ff52-4918-ab01-00f63c94c722,bab04859-d69d-4182-a219-4a93b1c5557b,Extra Topping,Keju,5000
6d89a14b-d9db-4eed-b46c-5f041f18760b,bab04859-d69d-4182-a219-4a93b1c5557b,Extra Topping,Telur Ceplok,5000
e3886561-4db2-4d36-b6f6-af0bb3c3873b,bab04859-d69d-4182-a219-4a93b1c5557b,Extra Topping,Telur Dadar,6000
e3bc53c7-fcc1-4e57-8390-788570934b6c,bab04859-d69d-4182-a219-4a93b1c5557b,Extra Topping,Kerupuk Putih,2000
31ef7ee5-5e9f-457d-8fcd-1ea72c6367f6,bab04859-d69d-4182-a219-4a93b1c5557b,Extra Topping,Nasi Putih,5000
ead9ab43-4020-4156-a101-55345b5f1b65,569816c2-0fa1-4894-99c7-f06b50f98acd,Extra Topping,Keju,5000
3d4d666c-b98c-449b-94df-85c1faddeb39,569816c2-0fa1-4894-99c7-f06b50f98acd,Extra Topping,Telur Ceplok,5000
0d552877-1ba3-4018-b7a3-67a53ee81db6,569816c2-0fa1-4894-99c7-f06b50f98acd,Extra Topping,Telur Dadar,6000
1c6732ee-2237-4479-8e8b-b19da5a184f6,569816c2-0fa1-4894-99c7-f06b50f98acd,Extra Topping,Kerupuk Putih,2000
01787fee-f38b-4b0c-af3a-619bf91b031d,569816c2-0fa1-4894-99c7-f06b50f98acd,Extra Topping,Nasi Putih,5000
1480e77f-ba6f-44ee-aa0a-94557c2d8c7c,2763261f-0d8a-4c28-97d8-165d625ec1cd,Extra Topping,Keju,5000
e405f140-8dd2-4f4f-be0a-a951653f7289,2763261f-0d8a-4c28-97d8-165d625ec1cd,Extra Topping,Telur Ceplok,5000
a3218265-2410-48b8-a35d-b516c0424972,2763261f-0d8a-4c28-97d8-165d625ec1cd,Extra Topping,Telur Dadar,6000
c8827a01-9c55-489f-85b7-e2d155250712,2763261f-0d8a-4c28-97d8-165d625ec1cd,Extra Topping,Kerupuk Putih,2000
6857d77e-3e64-43cf-a399-c96e314a10e1,2763261f-0d8a-4c28-97d8-165d625ec1cd,Extra Topping,Nasi Putih,5000
7813f3ff-14f0-45db-9f6e-da00cf96907d,20c58d47-3248-4129-aacd-8e612c7cb3cb,Extra Topping,Keju,5000
d4d5cf9d-cd3f-4545-94ee-d85e1b637213,20c58d47-3248-4129-aacd-8e612c7cb3cb,Extra Topping,Telur Ceplok,5000
9c70ddbe-c5f5-4061-96ea-6f74341b4cbf,20c58d47-3248-4129-aacd-8e612c7cb3cb,Extra Topping,Telur Dadar,6000
2bec7d3e-3c8c-434e-a3e1-8507646ec5db,20c58d47-3248-4129-aacd-8e612c7cb3cb,Extra Topping,Kerupuk Putih,2000
1234e335-72c2-44d9-bfd0-9b964a910ba0,20c58d47-3248-4129-aacd-8e612c7cb3cb,Extra Topping,Nasi Putih,5000
e855126b-c099-43b7-9745-6eda93731af2,d3d9f8e2-7484-4ebb-b0c5-74957a428a96,Extra Topping,Keju,5000
2c0cf223-13da-4093-8290-e6ecca1be9c1,d3d9f8e2-7484-4ebb-b0c5-74957a428a96,Extra Topping,Telur Ceplok,5000
e1b0a8db-4aaa-43ce-a16e-e33f3789f123,d3d9f8e2-7484-4ebb-b0c5-74957a428a96,Extra Topping,Telur Dadar,6000
e1a01e58-60be-4ec7-812f-04dd71bec2e3,d3d9f8e2-7484-4ebb-b0c5-74957a428a96,Extra Topping,Kerupuk Putih,2000
d335f5a1-88b0-47dc-90c0-6c71b1808931,d3d9f8e2-7484-4ebb-b0c5-74957a428a96,Extra Topping,Nasi Putih,5000
b30d8fea-a52e-40fb-b30e-92dbdda02880,d24b2e27-38ef-467f-9d8c-ded9bb303a92,Suhu,Hot,0
abd4c164-872e-4d27-ace0-c1c7525ed4f1,d24b2e27-38ef-467f-9d8c-ded9bb303a92,Suhu,Ice,0
b76e41ac-ec04-485d-aace-a66da6e20859,44d673b8-89c3-4439-be08-03cc78601caa,Suhu,Hot,0
32e602b6-3742-4bd0-bdc5-b0d3b77fffb0,44d673b8-89c3-4439-be08-03cc78601caa,Suhu,Ice,0
75dbc368-e770-4c9f-838c-d431a2f7a367,091a5b6a-d402-47a5-b52d-8c5d9930f003,Suhu,Hot,0
23912d41-1ae7-48b5-a46f-1dcd05f89f5e,091a5b6a-d402-47a5-b52d-8c5d9930f003,Suhu,Ice,0
aeb2c000-fb70-4706-a0e1-95abd650f75c,8cf45479-be9e-4ddf-9bd3-bb538ad90765,Suhu,Hot,0
29c88951-e862-4ba6-9443-ba1a719c5f75,8cf45479-be9e-4ddf-9bd3-bb538ad90765,Suhu,Ice,0
aeacdf76-4096-40cb-b6e0-93cea6a10a83,dc0075e5-e515-4284-889c-64db49aa183f,Suhu,Hot,0
06522c3c-aff9-4bb9-abdf-4449e170bff7,dc0075e5-e515-4284-889c-64db49aa183f,Suhu,Ice,0
bb780cce-f3cd-4180-9e51-f36d8ba64073,bd8dda32-357f-4750-afc9-08b3e1491b18,Suhu,Hot,0
3c69b76d-50b3-4239-8b1d-5c44cc92f8e9,bd8dda32-357f-4750-afc9-08b3e1491b18,Suhu,Ice,0
c0e75ef5-71fd-4454-9d7c-d321c8ae0312,4932895b-2060-43cf-8633-19b3767d7367,Extra Topping,Ice Cube,2000
25c90ad7-d518-4204-ad7c-ea64c38b1f1a,02f7bbb1-0734-49f7-8e6c-335a804e59e9,Extra Topping,Ice Cube,2000
